"meanfreq","sd","median","Q25","Q75","IQR","skew","kurt","sp.ent","sfm","mode","centroid","meanfun","minfun","maxfun","meandom","mindom","maxdom","dfrange","modindx","label"
0.225790493952263,0.0532819639141036,0.249317023445464,0.195086646279307,0.263017329255861,0.0679306829765545,3.15361672393034,15.1492287833001,0.891112742408941,0.271346682916039,0.259092762487258,0.225790493952263,0.135584313137166,0.0583941605839416,0.25,0.424330357142857,0.23828125,0.76171875,0.5234375,0.256119402985075,"male"
0.228181359266177,0.0583917873259228,0.254185156847743,0.19398622800306,0.270573833205815,0.0765876052027544,3.44038394216165,16.2118236978259,0.860106482362118,0.232811998894475,0.279250191277735,0.228181359266177,0.12979785240387,0.0187353629976581,0.266666666666667,0.471966911764706,0.23046875,1.68359375,1.453125,0.252464157706093,"male"
0.196376268662754,0.0708806183873776,0.224,0.133538461538462,0.259897435897436,0.126358974358974,1.2792760271871,3.8267124384701,0.904278490101171,0.501742261863378,0.28,0.196376268662754,0.150018010195544,0.05,0.2625,2.14353249289773,0.409130859375,6.180029296875,5.7708984375,0.255223880597015,"male"
0.184808194952665,0.0496025228895921,0.182062780269058,0.15695067264574,0.205919282511211,0.0489686098654709,1.20832074714383,3.32016472840369,0.887405592454906,0.390368244015494,0.179551569506726,0.184808194952665,0.168259523455258,0.0604938271604938,0.218316831683168,0.6767578125,0.21533203125,1.33505859375,1.1197265625,0.220414201183432,"male"
0.171973847344186,0.0684449295596849,0.1512,0.1197,0.2429,0.1232,1.67484414647738,5.76440085123933,0.914366285958956,0.498060342307314,0.1232,0.171973847344186,0.141807582818631,0.0474777448071217,0.274285714285714,1.20162259615385,0.1171875,8.1328125,8.015625,0.142056530214425,"male"
0.171857383165003,0.0712188524776732,0.151592356687898,0.119490445859873,0.238980891719745,0.119490445859873,2.09000964769752,8.18215960537424,0.88222921786276,0.501073719714601,0.123057324840764,0.171857383165003,0.115973691639181,0.0460815047021944,0.199547511312217,0.62685546875,0,2.304052734375,2.304052734375,0.36214953271028,"male"
0.172003092624991,0.0569167441912178,0.168636363636364,0.141590909090909,0.206818181818182,0.0652272727272727,1.7442484172221,5.71695885886513,0.911763407263898,0.556396046384067,0.171818181818182,0.172003092624991,0.157589750911764,0.0582562747688243,0.272222222222222,1.07666015625,0.150732421875,2.41171875,2.260986328125,0.428571428571429,"male"
0.0958265691216568,0.0748129445020668,0.0675862068965517,0.0362068965517241,0.138793103448276,0.102586206896552,4.69680253861953,33.0623113103891,0.904175864553048,0.610922557932142,0.0663793103448276,0.0958265691216568,0.179582170464555,0.0523131672597865,0.273913043478261,1.16279296875,0.4306640625,1.85185546875,1.42119140625,0.217532467532468,"female"
0.21622406909371,0.0451976805492052,0.225440257188784,0.192184318628326,0.249294516878014,0.0571101982496875,1.66063492200281,5.58384634530223,0.911830370403953,0.314303372686022,0.253745311662797,0.21622406909371,0.206226134238707,0.0390243902439024,0.275862068965517,0.625359786184211,0.234375,2.96484375,2.73046875,0.0939110666901836,"female"
0.195088968976872,0.0628100102414162,0.214827586206897,0.183448275862069,0.235344827586207,0.0518965517241379,1.91735520077805,6.36111829923302,0.891119883555085,0.483772345968584,0.231724137931034,0.195088968976872,0.193677911395669,0.0506314580941447,0.270552147239264,1.58171164772727,0,9.668408203125,9.668408203125,0.232863152684979,"female"
0.180377512400896,0.104115946538803,0.2373,0.0651,0.2751,0.21,5.64171231917472,39.6097396930094,0.867611873104987,0.515355181105359,0.2786,0.180377512400896,0.133569025334491,0.0433628318584071,0.270552147239264,1.06051025390625,0.279931640625,2.11025390625,1.830322265625,0.145510835913313,"female"
0.182791749340938,0.0677465715376127,0.183953488372093,0.165232558139535,0.239302325581395,0.0740697674418604,1.77728361531699,5.88052103880158,0.903996831581034,0.488950784097829,0.17093023255814,0.182791749340938,0.143759962967837,0.0464210526315789,0.277358490566038,3.02371504934211,0.04306640625,10.98193359375,10.9388671875,0.218832020997375,"female"
